sb1	0	499999	8.516
sb1	500000	999999	8.96
sb1	1000000	1499999	9.025
sb1	1500000	1999999	9.441
sb1	2000000	2499999	9.15
sb1	2500000	2999999	9.246
sb1	3000000	3499999	8.94
sb1	3500000	3999999	8.983
sb1	4000000	4499999	8.5
sb1	4500000	4999999	8.64
sb1	5000000	5499999	8.577
sb1	5500000	5999999	8.57
sb1	6000000	6499999	8.476
sb1	6500000	6999999	9.061
sb1	7000000	7499999	9.17
sb1	7500000	7999999	8.922
sb1	8000000	8499999	8.687
sb1	8500000	8999999	8.807
sb1	9000000	9499999	9.025
sb1	9500000	9999999	9.02
sb1	10000000	10499999	8.455
sb1	10500000	10999999	8.574
sb1	11000000	11499999	7.592
sb1	11500000	11999999	8.672
sb1	12000000	12499999	8.807
sb1	12500000	12999999	8.017
sb1	13000000	13499999	8.585
sb1	13500000	13999999	8.028
sb1	14000000	14499999	8.006
sb1	14500000	14999999	7.994
sb1	15000000	15499999	8.006
sb1	15500000	15999999	7.331
sb1	16000000	16499999	4.858
sb1	16500000	16999999	8.109
sb1	17000000	17499999	8.669
sb1	17500000	17999999	8.371
sb1	18000000	18499999	8.011
sb1	18500000	18999999	8.443
sb1	19000000	19499999	7.392
sb1	19500000	19999999	8.443
sb1	20000000	20499999	7.901
sb1	20500000	20999999	7.87
sb1	21000000	21499999	7.707
sb1	21500000	21999999	7.977
sb1	22000000	22499999	7.707
sb1	22500000	22999999	6.19
sb1	23000000	23499999	5.833
sb1	23500000	23999999	6.409
sb1	24000000	24499999	5.426
sb1	24500000	24999999	7.807
sb1	25000000	25499999	6.845
sb1	25500000	25999999	6.229
sb1	26000000	26499999	5.807
sb1	26500000	26999999	7.087
sb1	27000000	27499999	7.87
sb1	27500000	27999999	6.15
sb1	28000000	28499999	4.248
sb1	28500000	28999999	3.7
sb1	29000000	29499999	5.392
sb1	29500000	29999999	3.459
sb1	30000000	30499999	5.524
sb1	30500000	30999999	5.459
sb1	31000000	31499999	5.459
sb1	31500000	31999999	5.644
sb1	32000000	32499999	0
sb1	32500000	32999999	3.807
sb1	33000000	33499999	0
sb1	33500000	33999999	1.585
sb1	34000000	34499999	4.248
sb1	34500000	34999999	3.907
sb1	35000000	35499999	4.644
sb1	35500000	35999999	3.7
sb1	36000000	36499999	4.392
sb1	36500000	36999999	4.322
sb1	37000000	37499999	0
sb1	37500000	37999999	0
sb1	38000000	38499999	3.585
sb1	38500000	38999999	0
sb1	39000000	39499999	4.858
sb1	39500000	39999999	3.585
sb1	40000000	40499999	1
sb1	40500000	40999999	3.585
sb1	41000000	41499999	0
sb1	41500000	41999999	0
sb1	42000000	42499999	0
sb1	42500000	42999999	0
sb1	43000000	43499999	0
sb1	43500000	43999999	0
sb1	44000000	44499999	0
sb1	44500000	44999999	0
sb1	45000000	45499999	0
sb1	45500000	45999999	4.17
sb1	46000000	46499999	3.17
sb1	46500000	46999999	3.322
sb1	47000000	47499999	5.129
sb1	47500000	47999999	3.322
sb1	48000000	48499999	3.459
sb1	48500000	48999999	4.17
sb1	49000000	49499999	0
sb1	49500000	49999999	3.17
sb1	50000000	50499999	2.807
sb1	50500000	50999999	5
sb1	51000000	51499999	5.358
sb1	51500000	51999999	3.322
sb1	52000000	52499999	5.087
sb1	52500000	52999999	4.524
sb1	53000000	53499999	7.209
sb1	53500000	53999999	6.248
sb1	54000000	54499999	6.687
sb1	54500000	54999999	7.248
sb1	55000000	55499999	7.728
sb1	55500000	55999999	7.651
sb1	56000000	56499999	7.679
sb1	56500000	56999999	8.414
sb1	57000000	57499999	8.017
sb1	57500000	57999999	8.109
sb1	58000000	58499999	7.877
sb1	58500000	58999999	7.775
sb1	59000000	59499999	8.317
sb1	59500000	59999999	7.6
sb1	60000000	60499999	8.64
sb1	60500000	60999999	8.5
sb1	61000000	61499999	8.644
sb1	61500000	61999999	7.6
sb1	62000000	62499999	8.755
sb1	62500000	62999999	8.253
sb1	63000000	63499999	7.755
