sb1	24326	42458
sb1	24326	37983
sb1	53454	63317
sb1	53459	63317
sb1	63477	69301
sb1	81894	107420
sb1	116093	136707
sb1	155338	161992
sb1	162149	167939
sb1	171029	175832
sb1	185102	205006
sb1	185102	205006
sb1	290509	298142
sb1	290510	298142
sb1	300362	306304
sb1	334080	338718
sb1	355655	361040
sb1	365348	370717
sb1	380325	390680
sb1	380325	390603
sb1	398794	403321
sb1	398794	403321
sb1	421337	425632
sb1	526448	533081
sb1	544728	551972
sb1	584744	590892
sb1	665572	669842
sb1	665572	669842
sb1	684651	690251
sb1	684651	690251
sb1	705226	711387
sb1	705242	711387
sb1	706724	711387
sb1	718250	722282
sb1	739511	746735
sb1	766825	771968
sb1	771876	778931
sb1	833475	840823
sb1	841288	846894
sb1	848394	854851
sb1	860445	865049
sb1	868056	872058
sb1	868056	872058
sb1	868059	872266
sb1	874658	880463
sb1	874658	880463
sb1	874658	880463
sb1	919639	925248
sb1	940002	945191
sb1	955078	959315
sb1	1005668	1010900
sb1	1015362	1019366
sb1	1041997	1046610
sb1	1041997	1047112
sb1	1203140	1207578
sb1	1215073	1220663
sb1	1239350	1243418
sb1	1273046	1279267
sb1	1273224	1279686
sb1	1273911	1279686
sb1	1289765	1296646
sb1	1289765	1296646
sb1	1289765	1296643
sb1	1331359	1340598
sb1	1357150	1369982
sb1	1357540	1369968
sb1	1372273	1381193
sb1	1387671	1391788
sb1	1393410	1398555
sb1	1403507	1407521
sb1	1407838	1411939
sb1	1411896	1418917
sb1	1423665	1428180
sb1	1436706	1440949
sb1	1436706	1440949
sb1	1436706	1440949
sb1	1436706	1440949
sb1	1441611	1449175
sb1	1441611	1449172
sb1	1467442	1472944
sb1	1467442	1472944
sb1	1467442	1472306
sb1	1467443	1472944
sb1	1467443	1472944
sb1	1467443	1472335
sb1	1467443	1472335
sb1	1467443	1472335
sb1	1467445	1472944
sb1	1467446	1472944
sb1	1480559	1485940
sb1	1486489	1490640
sb1	1497694	1503084
sb1	1497694	1503084
sb1	1498992	1503084
sb1	1497694	1503084
sb1	1498523	1503084
sb1	1498992	1503084
sb1	1498992	1503084
sb1	1503359	1511448
sb1	1519135	1525129
sb1	1525740	1531770
sb1	1646408	1651613
sb1	1646432	1651613
sb1	1646521	1651613
